69,Jason Zadrozny,1,No,13498,6,15,38,2,1
70,Natalie Fleet,2,No,11971,26,15,38,2,1
71,Martin Daubney,1,No,2501,8,15,38,2,1
72,Rebecca Wain,2,No,1105,29,15,38,2,1
73,Rose Woods,2,No,674,20,15,38,2,1
74,Damian Green,1,Yes,37270,16,16,27,8,1
75,Dara Farrell,1,No,13241,26,16,27,8,1
76,Adrian Gee-Turner,1,No,6048,29,16,27,8,1
77,Mandy Rossi,2,No,2638,20,16,27,8,1
78,Susannah De Sanvil,2,No,862,23,16,27,8,1
79,Angela Rayner,2,Yes,18544,26,17,19,5,1
80,Dan Costello,1,No,14281,16,17,19,5,1
81,David Brocklehurst,1,No,3151,8,17,19,5,1
82,George Rice,1,No,1395,29,17,19,5,1
83,Lee Huntbach,1,No,1208,20,17,19,5,1
84,Rob Butler,1,No,32737,16,18,4,8,1
85,Liz Hind,2,No,15364,26,18,4,8,1
86,Steven Lambert,1,No,10081,29,18,4,8,1
87,Coral Simpson,2,No,2394,20,18,4,8,1
88,Allan Dorans,1,No,20272,43,19,41,7,3
89,Martin Dowey,1,No,17943,16,19,41,7,3
90,Duncan Townson,1,No,6219,26,19,41,7,3
91,Helena Bongard,2,No,2158,29,19,41,7,3
92,Victoria Prentis,2,Yes,34148,16,20,39,8,1
93,Suzette Watson,2,No,17335,26,20,39,8,1
94,Tim Bearder,1,No,8831,29,20,39,8,1
95,Ian Middleton,1,No,2607,20,20,39,8,1
96,David Duguid,1,Yes,21182,16,21,41,7,3
97,Paul Robertson,1,No,17064,43,21,41,7,3
98,Alison Smith,2,No,2280,29,21,41,7,3
99,Brian Balcombe,1,No,1734,26,21,41,7,3
100,Margaret Hodge,2,Yes,27219,26,22,31,3,1
101,Tamkeen Shaikh,2,No,11792,16,22,31,3,1
102,Karen Batley,2,No,3186,8,22,31,3,1
103,Ann Haigh,2,No,1482,29,22,31,3,1
104,Shannon Butterfield,2,No,820,20,22,31,3,1
105,Daniel Jarvis,1,Yes,14804,26,23,45,12,1
106,Victoria Felton,2,No,11233,8,23,45,12,1
107,Iftikhar Ahmed,1,No,7892,16,23,45,12,1
108,Will Sapwell,1,No,1176,29,23,45,12,1
109,Tom Heyes,1,No,900,20,23,45,12,1
110,Ryan Williams,1,No,710,61,23,45,12,1
111,Donald Wood,1,No,188,23,23,45,12,1
112,Stephanie Peacock,2,Yes,14329,26,24,45,12,1
113,Jim Ferguson,1,No,11112,8,24,45,12,1
114,Adam Gregg,1,No,10377,16,24,45,12,1
115,Sophie Thornton,2,No,1330,29,24,45,12,1
116,Richard Trotman,1,No,922,20,24,45,12,1
117,Simon Fell,1,No,23876,16,25,10,5,1
118,Chris Altree,1,No,18087,26,25,10,5,1
119,Loraine Birchall,2,No,2025,29,25,10,5,1
120,Ged McGrath,1,No,1355,8,25,10,5,1
121,Chris Loynes,1,No,703,20,25,10,5,1
122,John Baron,1,Yes,29590,16,26,17,1,1
123,Andrew Gordon,1,No,9178,26,26,17,1,1
124,Edward Sainsbury,1,No,3741,29,26,17,1,1
125,Stewart Goshawk,1,No,1395,20,26,17,1,1
126,Simon Breedon,1,No,224,47,26,17,1,1
127,Maria Miller,2,Yes,29593,16,27,22,8,1
128,Kerena Marchant,2,No,15395,26,27,22,8,1
129,Sashi Mylvaganam,1,No,6841,29,27,22,8,1
130,Jonathan Jenkin,1,No,2138,20,27,22,8,1
131,Alan Stone,1,No,746,23,27,22,8,1
132,Brendan Clarke-Smith,1,No,28078,16,28,38,2,1
133,Keir Morrison,1,No,14065,26,28,38,2,1
134,Debbie Soloman,2,No,5366,8,28,38,2,1
135,Helen Tamblyn-Saville,2,No,3332,29,28,38,2,1
136,Wera Hobhouse,2,Yes,28419,29,29,1,9,1
137,Annabel  Tall ,2,No,16097,16,29,1,9,1
138,Mike  Davies,1,No,6639,26,29,1,9,1
139,Jimi Ogunnusi,1,No,642,8,29,1,9,1
140,Bill  Blockhead,1,No,341,23,29,1,9,1
141,Tracy Brabin,2,Yes,22594,27,30,54,12,1
142,Mark Brooks,1,No,19069,16,30,54,12,1
143,Paul Halloran,1,No,6432,22,30,54,12,1
144,John Lawson,1,No,2462,29,30,54,12,1
145,Clive  Minihan,1,No,1678,8,30,54,12,1
146,Ty Akram,1,No,692,20,30,54,12,1
147,Marsha De Cordova,2,Yes,27290,26,31,31,3,1
148,Kim Caddy,2,No,21622,16,31,31,3,1
149,Mark Gitsham,1,No,9150,29,31,31,3,1
150,Lois Davis,2,No,1529,20,31,31,3,1
151,Jake Thomas,1,No,386,8,31,31,3,1
152,Joy Morrissey,2,No,32477,16,32,4,8,1
153,Dominic Grieve,1,Yes,16765,23,32,4,8,1
154,Alexa Collins,2,No,5756,26,32,4,8,1
155,Zoe Hatch,2,No,2033,20,32,4,8,1
156,Adam Cleary,1,No,837,23,32,4,8,1
157,Bob Stewart,1,Yes,27282,16,33,31,3,1
158,Marina  Ahmad,2,No,13024,26,33,31,3,1
159,Chloe-Jane Ross,2,No,8194,29,33,31,3,1
160,Ruth Fabricant,2,No,2055,20,33,31,3,1
161,Mohammad Yasin,1,Yes,20491,26,34,2,1,1
162,Ryan Henson,1,No,20346,16,34,2,1,1
163,Henry Vann,1,No,4608,29,34,2,1,1
164,Adrian Spurrell,1,No,960,20,34,2,1,1
165,Charles Bunker,1,No,896,8,34,2,1,1
166,Gavin Robinson,1,Yes,20874,18,35,36,6,2
167,Naomi Long,2,No,19055,2,35,36,6,2
168,Carl McClean,1,No,2516,64,35,36,6,2
169,John Finucane,1,No,23078,45,36,36,6,2
170,Nigel Dodds,1,Yes,21135,18,36,36,6,2
171,Nuala McAllister,2,No,4824,2,36,36,6,2
172,Claire Hanna,2,No,27079,46,37,36,6,2
173,Emma Little Pengelly,2,Yes,11678,18,37,36,6,2
174,Paula Bradshaw ,2,No,6786,2,37,36,6,2
175,Michael Henderson,1,No,1259,64,37,36,6,2
176,Chris McHugh,1,No,550,5,37,36,6,2
177,Paul Maskey,1,Yes,20866,45,38,36,6,2
178,Gerry Carroll,1,No,6194,36,38,36,6,2
179,Frank McCoubrey,1,No,5220,18,38,36,6,2
180,Paul Doherty,1,No,2985,46,38,36,6,2
181,Donnamarie Higgins,2,No,1882,2,38,36,6,2
182,Monica Digney,2,No,1635,5,38,36,6,2
183,Neil Coyle,1,Yes,31723,26,39,31,3,1
184,Humaira Ali,2,No,15597,29,39,31,3,1
185,Andrew Baker,1,No,9678,16,39,31,3,1
186,Alex Matthews,1,No,1617,8,39,31,3,1
187,John Lamont,1,Yes,25747,16,40,41,7,3
188,Calum Kerr,1,No,20599,43,40,41,7,3
189,Jenny Marr,2,No,4287,29,40,41,7,3
190,Ian Davidson,1,No,2513,26,40,41,7,3
191,Anne-Marie Trevelyan,2,Yes,23947,16,41,37,4,1
192,Trish Williams,2,No,9112,26,41,37,4,1
193,Tom  Hancock,1,No,7656,29,41,37,4,1
194,Thomas Stewart,1,No,1394,20,41,37,4,1
195,Rushanara Ali,2,Yes,44052,26,42,31,3,1
196,Nicholas Stovold,1,No,6528,16,42,31,3,1
197,Josh Babarinde,1,No,5892,29,42,31,3,1
198,Shahrar Ali,1,No,2570,20,42,31,3,1
199,David Axe,1,No,1081,8,42,31,3,1
200,Vanessa Hudson,2,No,439,4,42,31,3,1
201,Graham Stuart,1,Yes,33250,16,43,25,12,1
202,Chloe Hopkins,2,No,12802,26,43,25,12,1
203,Denis Healy,1,No,4671,29,43,25,12,1
204,Andy Shead,1,No,1441,61,43,25,12,1
205,Isabel Pires,2,No,1378,20,43,25,12,1
206,Huw Merriman,1,Yes,37590,16,44,16,8,1
207,Christine Bayliss,2,No,11531,26,44,16,8,1
208,Martin Saunders,1,No,7280,29,44,16,8,1
209,Jonathan Kent,1,No,2692,20,44,16,8,1
210,David Evennett,1,Yes,25856,16,45,31,3,1
211,Anna Day,2,No,12753,26,45,31,3,1
212,David McBride,1,No,2819,29,45,31,3,1
213,Tony Ball,1,No,1298,20,45,31,3,1
214,Graham  Moore,1,No,520,19,45,31,3,1
215,Mick Whitley,1,No,24990,26,46,32,5,1
216,Frank Field,1,Yes,7285,7,46,32,5,1
217,Claire Rowles,2,No,5540,16,46,32,5,1
218,Stuart Kelly,1,No,1620,29,46,32,5,1
219,Darren-Lee Lythgoe,1,No,1489,8,46,32,5,1
220,Pat Cleary,1,No,1405,20,46,32,5,1
221,Preet Kaur Gill,2,Yes,21217,27,47,52,11,1
222,Alex Yip,1,No,15603,16,47,52,11,1
223,Colin Green,1,No,3349,29,47,52,11,1
224,Phil Simpson,1,No,1112,20,47,52,11,1
225,David Wilks,1,No,1047,8,47,52,11,1
226,Jack Dromey,1,Yes,17720,26,48,52,11,1
227,Robert  Alden,1,No,14119,16,48,52,11,1
228,Wendy Garcarz,2,No,1441,8,48,52,11,1
229,Ann Holtom,2,No,1301,29,48,52,11,1
230,Rob Grant,1,No,648,20,48,52,11,1
231,Tahir Ali,1,No,35889,26,49,52,11,1
232,Penny-Anne O'Donnell,2,No,7381,16,49,52,11,1
233,Roger Godsiff,1,Yes,4273,23,49,52,11,1
234,Izzy Knowles,2,No,3673,29,49,52,11,1
235,Rosie Cuckston,2,No,877,8,49,52,11,1
236,Patrick Cox,1,No,818,20,49,52,11,1
237,Liam Byrne,1,Yes,35397,26,50,52,11,1
238,Akaal Sidhu,1,No,6742,16,50,52,11,1
239,Jill Dagnan,2,No,1519,8,50,52,11,1
240,Waheed Rafiq,1,No,760,29,50,52,11,1
241,Jane McKears,2,No,328,20,50,52,11,1
242,Hilda Johani,2,No,257,12,50,52,11,1
243,Shabana Mahmood,2,Yes,33355,26,51,52,11,1
244,Mary Noone,2,No,4773,16,51,52,11,1
245,Lee Dargue,1,No,2228,29,51,52,11,1
246,Alex  Nettle,1,No,931,20,51,52,11,1
247,Andrew Garcarz,1,No,831,8,51,52,11,1
248,Gary Sambrook,1,No,19957,16,52,52,11,1
249,Richard Burden,1,Yes,18317,26,52,52,11,1
250,Jamie Scott,1,No,1961,29,52,52,11,1
251,Keith Rowe,1,No,1655,8,52,52,11,1
252,Eleanor Masters,2,No,954,20,52,52,11,1
253,Kenneth  Lowry,1,No,254,63,52,52,11,1
254,Khalid Mahmood,1,Yes,26594,26,53,52,11,1
255,Raaj Shamji,1,No,11277,16,53,52,11,1
256,Gerry Jerome,1,No,1901,29,53,52,11,1
257,Annette  Wilcox,2,No,1382,8,53,52,11,1
258,Kefentse Dennis,1,No,845,20,53,52,11,1
259,Thomas Braich,1,No,148,70,53,52,11,1
260,Stephen McCabe,1,Yes,27714,26,54,52,11,1
261,Hannah Campbell,2,No,15300,16,54,52,11,1
262,David Radcliffe,1,No,3169,29,54,52,11,1
263,Joe Peacock,1,No,1848,20,54,52,11,1
264,Joseph Tawonezvi,1,No,1436,8,54,52,11,1
265,Jess Phillips,2,Yes,23379,26,55,52,11,1
266,Vincent  Garrington,1,No,12720,16,55,52,11,1
267,Roger Harmer,1,No,3754,29,55,52,11,1
268,Mary Ann McKenna,2,No,2246,8,55,52,11,1
269,Christopher Garghan,1,No,579,20,55,52,11,1
270,Dehenna Davison,2,No,24067,16,56,14,4,1
271,Helen Goodman,2,Yes,16105,26,56,14,4,1
272,Nicholas Brown,1,No,2500,8,56,14,4,1
273,Ray Georgeson,1,No,2133,29,56,14,4,1
274,Kate Hollern,2,Yes,29040,26,57,28,5,1
275,Claire Gill,2,No,10736,16,57,28,5,1
276,Rick Moore,1,No,2770,8,57,28,5,1
277,Beth Waller-Slack,2,No,1130,29,57,28,5,1
278,Reza Hossain,1,No,741,20,57,28,5,1
279,Rizwan Ali Shah,1,No,319,23,57,28,5,1
280,Graham Stringer,1,Yes,23887,26,58,19,5,1
281,Alexander Victor Elias,1,No,9485,16,58,19,5,1
282,James Buckley,1,No,2736,8,58,19,5,1
283,Iain Donaldson,1,No,1590,29,58,19,5,1
284,David Jones,1,No,920,20,58,19,5,1
285,Paul Maynard,1,Yes,22364,16,59,28,5,1
286,Chris Webb,1,No,13768,26,59,28,5,1
287,Sue Close,2,No,1494,29,59,28,5,1
288,Duncan Royal,1,No,735,20,59,28,5,1
289,Neil Holden,1,No,443,23,59,28,5,1
290,Scott Benton,1,No,16247,16,60,28,5,1
291,Gordon Marsden,1,Yes,12557,26,60,28,5,1
292,David Brown,1,No,2009,8,60,28,5,1
293,Bill Greene,1,No,1008,29,60,28,5,1
294,Rebecca Daniels,2,No,563,20,60,28,5,1
295,Gary Coleman,1,No,368,23,60,28,5,1
296,Nick Smith,1,Yes,14862,26,61,20,10,4
297,Richard Taylor,1,No,6215,8,61,20,10,4
298,Laura Jones,2,No,5749,16,61,20,10,4
299,Peredur Owen Griffiths,1,No,1722,37,61,20,10,4
300,Chelsea-Marie Annett,2,No,1285,29,61,20,10,4
301,Stephen Priestnall,1,No,386,20,61,20,10,4
302,Liz Twist,2,Yes,19794,26,62,49,4,1
303,Adrian Pepper,1,No,14263,16,62,49,4,1
304,Michael Robinson,1,No,5833,8,62,49,4,1
305,Vicky Anderson,2,No,3703,29,62,49,4,1
306,Diane Cadman,2,No,1279,20,62,49,4,1
307,Kathy King,2,No,615,28,62,49,4,1
308,Lisabela Marschild,2,No,118,50,62,49,4,1
309,Lee Garrett,1,No,76,23,62,49,4,1
310,Ian Levy,1,No,17440,16,63,37,4,1
311,Susan Dungworth,2,No,16728,27,63,37,4,1
312,Mark Peart,1,No,3394,8,63,37,4,1
313,Thom Chapman,1,No,2151,29,63,37,4,1
314,Dawn Furness,2,No,1146,20,63,37,4,1
315,Nick Gibb,1,Yes,32521,16,64,53,8,1
316,Alan Butcher,1,No,10018,26,64,53,8,1
317,Francis Oppler,1,No,5645,29,64,53,8,1
318,Carol Birch,2,No,1826,20,64,53,8,1
319,David Kurten,1,No,846,63,64,53,8,1
320,Andrew Elston,1,No,367,23,64,53,8,1
321,Mark Fletcher,1,No,21791,16,65,11,2,1
322,Dennis Skinner,1,Yes,16492,26,65,11,2,1
323,Kevin Harper,1,No,4151,8,65,11,2,1
324,David Hancock,1,No,1759,29,65,11,2,1
325,David Kesteven,1,No,758,20,65,11,2,1
326,Ross Walker,1,No,517,23,65,11,2,1
327,Natalie Hoy,2,No,470,23,65,11,2,1
328,Mark Logan,1,No,19759,16,66,19,5,1
329,David Crausby,1,Yes,19381,26,66,19,5,1
330,Trevor Jones,1,No,1880,8,66,19,5,1
331,Warren Fox,1,No,1847,29,66,19,5,1
332,Liz Spencer,2,No,689,20,66,19,5,1
333,Yasmin Qureshi,2,Yes,21516,26,67,19,5,1
334,Johno Lee,1,No,13918,16,67,19,5,1
335,Mark Cunningham,1,No,2968,8,67,19,5,1
336,Kevin Walsh,1,No,1411,29,67,19,5,1
337,David Figgins,1,No,791,20,67,19,5,1
338,Chris Green,1,Yes,27255,16,68,19,5,1
339,Julie Hilling,2,No,18400,26,68,19,5,1
340,Rebecca Forrest,2,No,2704,29,68,19,5,1
341,Paris Hayes,1,No,939,20,68,19,5,1
342,Peter Dowd,1,Yes,39066,26,69,32,5,1
343,Tarsilo Onuluk,1,No,4510,16,69,32,5,1
344,Kim Knight,2,No,2610,8,69,32,5,1
345,Rebecca Hanson,2,No,1822,29,69,32,5,1
346,Mike Carter,1,No,1166,20,69,32,5,1
347,Matt Warman,1,Yes,31963,16,70,30,2,1
348,Ben Cook,1,No,6342,26,70,30,2,1
349,Hilary Jones,2,No,1963,29,70,30,2,1
350,Peter Watson,1,No,1428,23,70,30,2,1
351,Luke Evans,1,No,36056,16,71,29,2,1
352,Rick Middleton,1,No,9778,26,71,29,2,1
353,Michael Mullaney,1,No,9096,29,71,29,2,1
354,Mick Gregg,1,No,1502,20,71,29,2,1
355,Tobias Ellwood,1,Yes,24926,16,72,13,9,1
356,Corrie Drew ,2,No,16120,26,72,13,9,1
357,Philip  Dunn,1,No,5418,29,72,13,9,1
358,Alasdair  Keddie ,1,No,2049,20,72,13,9,1
359,Ben  Aston,1,No,447,23,72,13,9,1
360,Emma  Johnson,2,No,314,23,72,13,9,1
361,Conor Burns,1,Yes,24550,16,73,13,9,1
362,David Stokes ,1,No,14400,26,73,13,9,1
363,Jon  Nicholas ,1,No,4931,29,73,13,9,1
364,Simon  Bull,1,No,2096,20,73,13,9,1
365,James Sunderland,1,No,31894,16,74,3,8,1
366,Paul Bidwell,1,No,12065,26,74,3,8,1
367,Kaweh Beheshtizadeh,1,No,7749,29,74,3,8,1
368,Derek Florey,1,No,2089,20,74,3,8,1
369,Olivio Barreto,1,No,553,23,74,3,8,1
370,Imran Hussain,1,Yes,27825,26,75,54,12,1
371,Linden Kemkaran,2,No,9681,16,75,54,12,1
372,Jeanette Sunderland,2,No,3316,29,75,54,12,1
373,Jonathan Barras,1,No,2700,8,75,54,12,1
374,Andy  Stanford,1,No,662,20,75,54,12,1
375,Judith Cummins,2,Yes,18390,26,76,54,12,1
376,Narinder Sekhon,1,No,16044,16,76,54,12,1
377,Kulvinder Manik,1,No,2819,8,76,54,12,1
378,Alun Griffiths,1,No,1505,29,76,54,12,1
379,Matthew Edwards,1,No,983,20,76,54,12,1
380,Naz Shah,2,Yes,33736,26,77,54,12,1
381,Mohammed Afzal,1,No,6717,16,77,54,12,1
382,Derrick Hodgson,1,No,1556,8,77,54,12,1
383,Mark Christie,1,No,1349,29,77,54,12,1
384,Darren Parkinson,1,No,813,20,77,54,12,1
385,Azfar  Bukhari,1,No,90,23,77,54,12,1
386,James Cleverly,1,Yes,34112,16,78,17,1,1
387,Joshua  Garfield,1,No,9439,26,78,17,1,1
388,Dominic  Graham,1,No,4779,29,78,17,1,1
389,Jo Beavis,2,No,1488,23,78,17,1,1
390,David  Mansell,1,No,420,23,78,17,1,1
391,Alan  Dorkins,1,No,261,23,78,17,1,1
392,Fay Jones,2,No,21958,16,79,40,10,4
393,Jane Dodds,2,Yes,14827,29,79,40,10,4
394,Tom Davies,1,No,3944,26,79,40,10,4
395,Lady Lily The Pink,2,No,345,33,79,40,10,4
396,Jeff Green,1,No,245,11,79,40,10,4
397,Dawn Butler,2,Yes,31779,26,80,31,3,1
398,David Brescia,1,No,10909,16,80,31,3,1
399,Deborah Unger,2,No,4844,29,80,31,3,1
400,William Relton,1,No,1600,20,80,31,3,1
401,Ruth Cadbury,2,Yes,29266,26,81,31,3,1
402,Seena Shah,2,No,18752,16,81,31,3,1
403,Helen Cross,2,No,7314,29,81,31,3,1
404,Daniel Goldsmith,1,No,1829,20,81,31,3,1
405,Lucy O'Sullivan,2,No,1165,8,81,31,3,1
406,Barry Gardiner,1,Yes,26911,26,82,31,3,1
407,Anjana Patel,2,No,18832,16,82,31,3,1
408,Paul Lorber,1,No,4065,29,82,31,3,1
409,Suzie O'Brien,2,No,951,8,82,31,3,1
410,Simon Rebbitt,1,No,850,20,82,31,3,1
411,Noel Coonan,1,No,169,23,82,31,3,1
412,Elcena Jeffers,2,No,101,23,82,31,3,1
413,Alex Burghart,1,Yes,36308,16,83,17,1,1
414,Oliver Durose,1,No,7243,26,83,17,1,1
415,David Kendall,1,No,7187,29,83,17,1,1
416,Paul  Jeater,1,No,1679,20,83,17,1,1
417,Robin  Tilbrook,1,No,532,19,83,17,1,1
418,Jamie Wallis,1,No,18193,16,84,20,10,4
419,Madeleine Moon,2,Yes,17036,26,84,20,10,4
420,Jonathan Pratt,1,No,2368,29,84,20,10,4
421,Leanne Lewis,2,No,2013,37,84,20,10,4
422,Robert Morgan,1,No,1811,8,84,20,10,4
423,Alex Harris,2,No,815,20,84,20,10,4
424,Ian Liddell-Grainger,1,Yes,35827,16,85,43,9,1
425,Oliver  Thornton ,1,No,11388,26,85,43,9,1
426,Bill  Revans ,1,No,7805,29,85,43,9,1
427,Mickie  Ritchie,2,No,1877,20,85,43,9,1
428,Far̬s Moussa ,1,No,755,28,85,43,9,1
429,Andrew Percy,1,Yes,30941,16,86,25,12,1
430,Majid Khan,1,No,9000,26,86,25,12,1
431,David Dobbie,1,No,2180,29,86,25,12,1
432,Jo Baker,2,No,1281,20,86,25,12,1
433,Lloyd Russell-Moyle,1,Yes,25033,27,87,16,8,1
434,Joe Miller,1,No,16972,16,87,16,8,1
435,Ben Thomas,1,No,2964,29,87,16,8,1
436,Alexandra Phillips,2,No,2237,20,87,16,8,1
437,Graham Cushway,1,No,1327,8,87,16,8,1
438,Caroline Lucas,2,Yes,33151,20,88,16,8,1
439,Adam Imanpour,1,No,13211,26,88,16,8,1
440,Emma Hogan,2,No,10176,16,88,16,8,1
441,Richard Milton,1,No,770,8,88,16,8,1
442,Citizen Skwith,1,No,301,33,88,16,8,1
443,Bob Dodds,1,No,212,23,88,16,8,1
444,Nigel Furness,1,No,177,63,88,16,8,1
445,Kerry McCarthy,2,Yes,27717,26,89,1,9,1
446,Sarah  Codling ,2,No,16923,16,89,1,9,1
447,Nicholas  Coombes,1,No,3527,29,89,1,9,1
448,Conan Connolly,1,No,2106,20,89,1,9,1
449,Tim Page ,1,No,1881,8,89,1,9,1
450,Darren Jones,1,Yes,27330,26,90,1,9,1
451,Mark  Weston,1,No,21638,16,90,1,9,1
452,Chris Coleman,1,No,4940,29,90,1,9,1
453,Heather  Mack,2,No,1977,20,90,1,9,1
454,Karin Smyth,2,Yes,27895,26,91,1,9,1
455,Richard  Morgan ,1,No,18036,16,91,1,9,1
456,Andrew Brown,1,No,4227,29,91,1,9,1
457,Tony  Dyer ,1,No,2713,20,91,1,9,1
458,Robert de Vito Boutin,1,No,2325,8,91,1,9,1
459,Thangam Debbonaire,2,Yes,47028,26,92,1,9,1
460,Carla Denyer ,2,No,18809,20,92,1,9,1
461,Suria  Aujla,2,No,8822,16,92,1,9,1
462,Neil  Hipkiss,1,No,869,8,92,1,9,1
463,Jerome Mayhew,1,No,33934,16,93,33,1,1
464,Jess Barnard,2,No,12073,26,93,33,1,1
465,Ben  Goodwin,1,No,9195,29,93,33,1,1
466,Andrew Boswell,1,No,1412,20,93,33,1,1
467,Simon Rous,1,No,363,65,93,33,1,1
468,Robert Neill,1,Yes,23958,16,94,31,3,1
469,Angela Wilkins,2,No,13067,26,94,31,3,1
470,Julie Ireland,2,No,6621,29,94,31,3,1
471,Mary Ion,2,No,1546,20,94,31,3,1
472,Zion Amodu,1,No,255,12,94,31,3,1
473,Jyoti Dialani,2,No,119,41,94,31,3,1
474,Sajid Javid,1,Yes,34408,16,95,23,11,1
475,Rory Shannon,1,No,11302,26,95,23,11,1
476,David Nicholl,1,No,6779,29,95,23,11,1
477,Kevin White,1,No,1783,20,95,23,11,1
478,Charles Walker,1,Yes,30631,16,96,24,1,1
479,Sean Waters,1,No,10824,26,96,24,1,1
480,Julia Bird,2,No,3970,29,96,24,1,1
481,Nicholas Cox,1,No,1281,20,96,24,1,1
482,Darren Henry,1,No,26602,16,97,38,2,1
483,Greg Marshall,1,No,21271,26,97,38,2,1
484,Anna Soubry,2,Yes,4668,57,97,38,2,1
485,Kat Boettge,2,No,1806,20,97,38,2,1
486,Amy Dalla Mura,2,No,432,19,97,38,2,1
487,Teck Khong,1,No,321,23,97,38,2,1
488,David Bishop,1,No,172,13,97,38,2,1
489,Greg Smith,1,No,37035,16,98,4,8,1
490,Stephen Dorrell,1,No,16624,29,98,4,8,1
491,David Morgan,1,No,7638,26,98,4,8,1
492,Andrew Bell,1,No,1286,8,98,4,8,1
493,Ned Thompson,1,No,681,23,98,4,8,1
494,Antonio Vitiello,1,No,194,19,98,4,8,1
495,Antony Higginbotham,1,No,15720,16,99,28,5,1
496,Julie Cooper,2,Yes,14368,26,99,28,5,1
497,Gordon Birtwistle,1,No,3501,29,99,28,5,1
498,Stewart Ian Scott,1,No,3362,8,99,28,5,1
499,Charlie Briggs,1,No,1162,10,99,28,5,1
500,Laura Fisk,2,No,739,20,99,28,5,1
501,Karen Helsby Entwistle,2,No,132,23,99,28,5,1
502,Kate Griffiths,2,No,29560,16,100,46,11,1
503,Louise Walker,2,No,15064,26,100,46,11,1
504,Adam Wain,1,No,2681,29,100,46,11,1
505,Kate  Copeland,2,No,1433,20,100,46,11,1
